id;scope;category;specifikation1;specifikation2;specifikation3;add_name1;comment;in;out;source;factor;monthly_values;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;dec;parent;project
7c2697d4-b1c8-4ffd-9d24-a726d039b411;3;Chemische Grundstoffe und Produkte;Äthen;;; C2H4;;kg;kg;EEW 2023;1.46;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2e7bb733-c728-42bd-a269-067d61938a81;3;Chemische Grundstoffe und Produkte;Äthylen;;; C2H4;;kg;kg;EEW 2023;1.46;0;0;0;0;0;0;0;0;0;0;0;0;0;;
8db4a180-37e6-4d12-80e7-9db2af3aaa1d;3;Chemische Grundstoffe und Produkte;Azan;;; NH3;;kg;kg;EEW 2023;2.73;0;0;0;0;0;0;0;0;0;0;0;0;0;;
d533fa70-e5f6-4077-9746-f7739577e64c;3;Chemische Grundstoffe und Produkte;Azan;;;;;kg;kg;Gemis 5.1;2.019;0;0;0;0;0;0;0;0;0;0;0;0;0;;
1dd34bcf-2e93-4f4d-ad38-c61724140b4c;3;Chemische Grundstoffe und Produkte;Barit;;; BaSO4;;kg;kg;EEW 2023;0.096;0;0;0;0;0;0;0;0;0;0;0;0;0;;
f2b1cb06-d374-45cf-b86a-d18490c50c9f;3;Chemische Grundstoffe und Produkte;Bariumcarbonat;;;BaCO3;;kg;kg;EEW 2023;1.15;0;0;0;0;0;0;0;0;0;0;0;0;0;;
31c3a2ef-8ba4-43e1-b877-b122ff310954;3;Chemische Grundstoffe und Produkte;Bariumsulfat;;; BaSO4;;kg;kg;EEW 2023;0.096;0;0;0;0;0;0;0;0;0;0;0;0;0;;
66865b75-4e12-49cd-aa50-17d2859479f0;3;Mineralien und Baustoffe;Basalt;;;;;kg;kg;Gemis 5.1;0.009;0;0;0;0;0;0;0;0;0;0;0;0;0;;
256b8ffe-bc59-49b6-8d28-8752fae08ef9;3;Mineralien und Baustoffe;Baukies;;;;;kg;kg;EEW 2023;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;;
62b370c8-7cc3-4281-b623-10575ff2e17c;3;Holz, Papier und Pappe;Baumwollgewebe;;;;;kg;kg;EEW 2023;11.1;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41b54f7e-5182-4a82-a10e-f1388469a499;3;Chemische Grundstoffe und Produkte;Bauxit;;;;;kg;kg;Gemis 5.1;1.264;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4c0a8c10-9c75-4946-ba30-0f05342043a6;3;Chemische Grundstoffe und Produkte;Bauxit;;;;;kg;kg;EEW 2023;0.027;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4ddaaa69-a735-43b6-9240-db9e598d88ee;3;Mineralien und Baustoffe;Behälterglas;Behälterglas | Flachglas;;;;kg;kg;EEW 2023;1.03;0;0;0;0;0;0;0;0;0;0;0;0;0;;
725d62d0-c137-4238-b2a6-344930d7277c;3;Chemische Grundstoffe und Produkte;Bentonit;;;;;kg;kg;EEW 2023;0.047;0;0;0;0;0;0;0;0;0;0;0;0;0;;
673e305c-37a0-4b41-823b-86268ffe141b;3;Chemische Grundstoffe und Produkte;Benzen;;;;;kg;kg;Gemis 5.1;2.087;0;0;0;0;0;0;0;0;0;0;0;0;0;;
6e5e39e2-a30d-4b44-8af4-a9fc286617a2;3;Chemische Grundstoffe und Produkte;Benzen;;; C6H6;;kg;kg;EEW 2023;1.95;0;0;0;0;0;0;0;0;0;0;0;0;0;;
1cccabd6-5450-49f8-b454-9cf9d9fcf8ad;3;Chemische Grundstoffe und Produkte;Benzenamin;;; C6H7N;;kg;kg;EEW 2023;3.35;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4821266e-6cdc-4be7-871f-3cc015452a31;3;Chemische Grundstoffe und Produkte;Benzenol;;;C6H6O;;kg;kg;EEW 2023;2.95;0;0;0;0;0;0;0;0;0;0;0;0;0;;
f6271247-5c33-469e-84a6-640d56070b91;1;Flottenverbrauch;Benzin;;;;;l;kg;Gemis 5.1;2.879;0;0;0;0;0;0;0;0;0;0;0;0;0;;
a4f0a370-b52c-445f-b1a4-d9b7c2a2105b;1;Flottenverbrauch;Benzin;PKW;groß;;;km;kg;Gemis 5.1;0.259;0;0;0;0;0;0;0;0;0;0;0;0;0;;
6a3c98c2-1cd8-4bd2-8a35-7a7addf7ab44;1;Flottenverbrauch;Benzin;PKW;mittel;;;km;kg;Gemis 5.1;0.207;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ae3718e6-a88c-446a-bde3-2222525b090f;1;Flottenverbrauch;Benzin;PKW;klein;;;km;kg;Gemis 5.1;0.176;0;0;0;0;0;0;0;0;0;0;0;0;0;;
0458349a-c292-4382-aee0-75ab8ebc1cd3;1;Direkter Brennstoffeinsatz;Benzin;Rohbenzin;;;;kWh;kg;EEW 2023;0.264;0;0;0;0;0;0;0;0;0;0;0;0;0;;
90c95ccb-c965-4af0-aacf-c784007f5775;3;Externe Transportmittel;Benzin;;;;;l;kg;Gemis 5.1;2.879;0;0;0;0;0;0;0;0;0;0;0;0;0;;
fc73290b-5870-4ea7-b676-22763a63822a;3;Externe Transportmittel;Benzin;PKW;groß;;;km;kg;Gemis 5.1;0.259;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4354f792-3a10-447e-9357-b10f99c9c318;3;Externe Transportmittel;Benzin;PKW;mittel;;;km;kg;Gemis 5.1;0.207;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41fec07b-89e9-43be-a5f1-c06f2128db8a;3;Externe Transportmittel;Benzin;PKW;klein;;;km;kg;Gemis 5.1;0.176;0;0;0;0;0;0;0;0;0;0;0;0;0;;
